text,intent,,
Start the outflow.,5,,
activate tap,5,,
Engage the tap.,5,,
Start the fixture.,5,,
Operate the spigot.,5,,
Power the water source.,5,,
allow water flow,5,,
Permit water to move.,5,,
Let the stream run.,5,,
Enable hydration.,5,,
Authorize water passage.,5,,
Don’t block the flow.,5,,
water on,5,,
Turn on hydration.,5,,
Begin the supply.,5,,
turn the water on,5,,
Switch on the water.,5,,
Activate the flow.,5,,
Start the stream.,5,,
Engage the water source.,5,,
run the tap,5,,
Operate the faucet.,5,,
Allow the tap to flow.,5,,
Keep the water running.,5,,
Turn on the fixture.,5,,
put on the tap,5,,
Switch on the supply.,5,,
Engage the spigot.,5,,
let the water flow,5,,
Allow the stream.,5,,
Keep it running.,5,,
Permit hydration.,5,,
begin water supply,5,,
Initiate the flow.,5,,
Turn on the source.,5,,
start water flow,5,,
Run the water.,5,,
Initiate the current.,5,,
flow the water,5,,
Let water run.,5,,
Release the liquid.,5,,
Allow it to move.,5,,
Keep the water going.,5,,
tap please,5,,
"Faucet, please.",5,,
"Turn on the tap, please.",5,,
"Water source, now.",5,,
I need the tap.,5,,
"Open the spigot, kindly.",5,,
give me water,5,,
Provide water.,5,,
Pass me water.,5,,
Hydrate me.,5,,
make the water run,5,,
Activate the stream.,5,,
initiate the current.,5,,
i am thirsty,5,,
I’m parched.,5,,
I need a drink.,5,,
My throat is dry.,5,,
I require hydration.,5,,
I’m feeling dehydrated.,5,,
filling a bottle,5,,
I need to top up a bottle.,5,,
Refill this container.,5,,
The bottle requires water.,5,,
I’m replenishing a bottle.,5,,
Get water for this vessel.,5,,
washing vegetables,5,,
I must rinse the produce.,5,,
Clean these vegetables.,5,,
The veggies need washing.,5,,
Prepare greens by cleaning.,5,,
Sanitize the vegetables.,5,,
need to cook,5,,
Cooking is required.,5,,
I must prepare food.,5,,
Meal prep is needed.,5,,
It’s time to cook.,5,,
Begin culinary work.,5,,
cleaning dishes,5,,
Wash the dishes.,5,,
Sanitize the plates.,5,,
Clean the tableware.,5,,
Do the washing up.,5,,
Scrub the utensils.,5,,
watering plants,5,,
Hydrate the greenery.,5,,
Irrigate the plants.,5,,
Feed the flora.,5,,
Tend to the garden.,5,,
Nourish the vegetation.,5,,
feeling dehydrated,5,,
I’m lacking hydration.,5,,
My body needs water.,5,,
I’m dried out.,5,,
Rehydration is urgent.,5,,
washing my face,5,,
Cleanse my face.,5,,
Rinse my visage.,5,,
Freshen up my skin.,5,,
Perform facial hygiene.,5,,
Splash water on my face.,5,,
cleaning the floor,5,,
Mop the floor.,5,,
Wash the ground.,5,,
Sanitize the surface.,5,,
Tidy the flooring.,5,,
Scrub the tiles.,5,,
bathing time,5,,
Time for a bath.,5,,
I need to bathe.,5,,
Begin the soak.,5,,
Start the cleansing ritual.,5,,
Prepare for a wash.,5,,
car wash,5,,
Clean the vehicle.,5,,
The automobile needs rinsing.,5,,
Wash the car.,5,,
Soap and water for the auto.,5,,
Vehicle cleaning is due.,5,,
need some drinking water,5,,
I require potable water.,5,,
Drinking water is essential.,5,,
Hydration for consumption.,5,,
"Water to drink, please.",5,,
Thirst-quenching liquid needed.,5,,
cleaning fruits,5,,
Rinse the fruit.,5,,
Wash the produce.,5,,
Sanitize the apples.,5,,
Clean the berries.,5,,
Prepare fruits by washing.,5,,
hot outside need water,5,,
The heat demands hydration.,5,,
Weather requires water.,5,,
High temperatures necessitate drinking.,5,,
Sun calls for fluids.,5,,
Hydrate due to warmth.,5,,
pet needs water,5,,
My animal requires water.,5,,
The pet is thirsty.,5,,
Water for the pet is essential.,5,,
Hydrate the animal.,5,,
The pet must drink.,5,,
bucket is empty,5,,
The pail needs filling.,5,,
Refill the bucket.,5,,
This container has no water.,5,,
The bucket is dry.,5,,
Water is absent in the bucket.,5,,
need to cool down,5,,
I must lower my temperature.,5,,
Cooling off is essential.,5,,
Reduce body heat.,5,,
Beat the heat.,5,,
Refresh myself.,5,,
rinsing clothes,5,,
Laundry requires rinsing.,5,,
Cleanse the garments.,5,,
Wash the clothing.,5,,
Remove soap from fabrics.,5,,
Refresh these clothes with water.,5,,
garden watering,5,,
Hydrate the garden.,5,,
The greenery needs water.,5,,
Tend to the plants with water.,5,,
Moisturize the soil.,5,,
start fan and light,31,,
stop fan and light,20,,
start fan and water tap,35,,
stop fan and water tap,24,,
light and water on,15,,
light and water tap off,40,,
activate fan and light,31,,
deactivate fan and light,20,,
turn fan and light to on,31,,
turn fan and water tap to off,24,,
enable fan and water tap,35,,
disable fan and water tap,24,,
fan on and  light off,30,,
tap on and   light off,50,,
light on and tap off,14,,
switch on fan and light off,30,,
turn on tap and turn off light,50,,
tap on and fan off,52,,
tap off and light on,41,,
switch off tap and on fan,43,,
start tap and switch off light,50,,
fan on  then light off,30,,
light on and fan on,13,,
fan off and tap off,24,,
turn on the fan and off the light,30,,
switch off the fan and on the light,21,,
activate fan and deactivate tap,34,,
deactivate fan and activate tap,25,,
start fan and stop tap,34,,
stop fan and start tap,25,,
power on fan and power off light,30,,
power off fan and power on light,21,,
enable fan and disable tap,34,,
disable fan and enable tap,25,,
fan on and light off,30,,
fan off and light on,21,,
switch fan on and tap off,34,,
switch fan off and tap on,25,,
start the fan and shut the tap,34,,
shut the fan and start the tap,25,,
turn fan on and light off,30,,
turn fan off and light on,21,,
fan enable and tap disable,34,,
fan disable and tap enable,25,,
put on the fan and put off the light,30,,
put off the fan and put on the light,21,,
light on and fan off,12,,
fan on  and  light off,30,,
tap on and  light off,50,,
light on and tap off,14,,
"switch on fan and light,leave water tap",31,,
everything off,204,,
turn off all devices,204,,
switch everything off,204,,
shut down all appliances,204,,
stop all,204,,
please turn off fan and light,204,,
stop fan and light,204,,
turn off light and tap,204,,
everything is running,204,,
it's noisy here,204,,
power down all,204,,
shut all,204,,
stop all electronics,204,,
quiet down everything,204,,
turn on everything,135,,
switch on all devices,135,,
start all appliances,135,,
power up all,135,,
turn on fan and light,135,,
start fan and tap,135,,
i need everything on,135,,
everything should be running,135,,
make the room ready,135,,
activate all,135,,
initialize all devices,135,,
kickstart everything,135,,
switch on all,315,,
switch off all,204,,
turn everything on,315,,
turn everything off,204,,
all devices on,315,,
all devices off,204,,
power on all,315,,
power off all,204,,
activate all appliances,315,,
deactivate all appliances,204,,
"fan,light,water tap",204,,
"light,fan,water tap",315,,
everything shut,204,,
everything start,115,,
all on now,315,,
"turn on fan and light,off water",314,,
"switch on light and fan,off water",314,,
"fan,light,water tap on",315,,
"fan,water tap,light on",351,,
"light,fan,water tap on",135,,
"light,water tap,fan on",153,,
"water tap,fan,light on",531,,
"water tap,light,fan on",513,,
"fan,light,water tap off",204,,
"fan,water tap,light off",240,,
"light,fan,water tap off",24,,
"light,water tap,fan off",42,,
"water tap,fan,light off",420,,
"water tap,light,fan off",402,,
How's the weather today?,null,,
Tell me a joke.,null,,
What's your name?,null,,
Who won the match yesterday?,null,,
What is the capital of France?,null,,
How do you make a cake?,null,,
Play some rock music.,null,,
What is the meaning of life?,null,,
Remind me to call mom.,null,,
Book a cab to the airport.,null,,
How old are you?,null,,
Show me pictures of cats.,null,,
Set a reminder for 6 PM.,null,,
What's trending on Twitter?,null,,
Translate 'hello' to Spanish.,null,,
What is 25 multiplied by 4?,null,,
Open Google.,null,,
What does NASA do?,null,,
What time is the movie?,null,,
How tall is Mount Everest?,null,,
Read me a poem.,null,,
Tell me about the Taj Mahal.,null,,
What is your favorite color?,null,,
Find me Italian restaurants nearby.,null,,
Show me recent news headlines.,null,,
Define artificial intelligence.,null,,
Tell me something interesting.,null,,
Who is the president of the USA?,null,,
Can you make me laugh?,null,,
Search for nearby hospitals.,null,,
What are some yoga poses?,null,,
How can I save more money?,null,,
Write a short story.,null,,
Give me a travel tip.,null,,
Who invented the telephone?,null,,
Tell me a bedtime story.,null,,
What is a black hole?,null,,
Give me a quote of the day.,null,,
How do I tie a tie?,null,,
Where is the nearest ATM?,null,,
What's the score of the cricket game?,null,,
What’s on my schedule today?,null,,
Play a guessing game.,null,,
Do you believe in aliens?,null,,
What are the symptoms of cold?,null,,
What’s the latest tech news?,null,,
Who wrote Harry Potter?,null,,
How far is the moon?,null,,
How do you boil an egg?,null,,
Who is your favorite superhero?,null,,
Show me workout exercises.,null,,
Can you draw something?,null,,
What is the best movie of 2023?,null,,
How do you fix a flat tire,null,,
Where can I learn guitar online,null,,
What is the time zone of Japan,null,,
What does DNA stand for,null,,
Tell me about dinosaurs,null,,
Is coffee good for health,null,,
Give me a math trick,null,,
What is Bitcoin,null,,
Tell me a riddle,null,,
What do clouds do,null,,
Can dogs eat chocolate,null,,
Give me a history fact,null,,
Where do kangaroos live,null,,
What are constellations,null,,
What is gravity,null,,
What's your favorite song,null,,
Who discovered electricity,null,,
What does LOL mean,null,,
How do planes fly,null,,
What are healthy snacks,null,,
What's the tallest building,null,,
What is a volcano,null,,
Where is the Sahara desert,null,,
What's a haiku,null,,
What is your favorite food,null,,
How to meditate,null,,
What is WiFi,null,,
I’m getting bored,null,,
Let’s play a board game,null,,
Give me a language fact,null,,
Why is the sky blue,null,,
What is 3D printing,null,,
Who painted the Mona Lisa,null,,
Can birds talk,null,,
What's the speed of light,null,,
Tell me about robots,null,,
What’s an eclipse,null,,
Do fish sleep,null,,
Who is Einstein,null,,
What's a meme,null,,
What is a palindrome,null,,
Tell me about the pyramids,null,,
How long is a marathon,null,,
What’s a good bedtime routine,null,,
Can you teach me chess,null,,
What’s a lunar year,null,,
Who was Shakespeare,null,,
How do magnets work,null,,
What is a proverb,null,,
Do penguins fly,null,,
What is a rainbow made of,null,,
What is the internet,null,,
I have a lot of homework today,null,,
What happened in school today,null,,
I’m going to play now,null,,
Do you have a pen,null,,
What’s for breakfast today,null,,
What’s for lunch,null,,
What’s for dinner,null,,
I forgot my book,null,,
I need to call my friend,null,,
When is my exam,null,,
I lost my eraser,null,,
Did I leave my bag here,null,,
I want to watch cartoons,null,,
Can I go outside now,null,,
I finished my homework,null,,
What’s the time now,null,,
I want some water,null,,
My pencil is broken,null,,
I’m hungry,null,,
Is my uniform ready,null,,
Where is my notebook,null,,
Shall we go to the park,null,,
What day is it today,null,,
Can I get some snacks,null,,
I need help with my project,null,,
Is tomorrow a holiday,null,,
I want to draw something,null,,
Can you check my homework,null,,
I want to listen to music,null,,
I need to pack my bag.,null,,
Let’s go shopping.,null,,
Can I borrow your book?,null,,
What should I wear today?,null,,
I had a funny dream.,null,,
Let’s watch a movie.,null,,
I want to read a comic.,null,,
I need to buy a gift.,null,,
Shall I invite my friend?,null,,
Can we bake a cake?,null,,
I want to color this page.,null,,
I have a test tomorrow.,null,,
"turn on fan,light,pump",315,,
"turn off fan,light,pump",204,,
"switch off fan,light,pump",204,,
resist pump,4,,
pump off,4,,
I think I am in dessert,3,,
it is hot,3,,
it is cold,2,,
lgt off,0,,
lit on,1,,
fan off,2,,
fan to three,3,,
pump stop,4,,
water onn,5,,
dark in here,1,,
cold room,2,,
I'm hot,3,,
tank full,4,,
tank empty,5,,
lites out,0,,
make it brite,1,,
air off,2,,
air on,3,,
water tap close,4,,
water pump start,5,,
shut up the light,0,,
make room warm,2,,
make room breeze,3,,
need water,5,,
stop the water,4,,
too much shine,0,,
can’t see anything,1,,
I'm too cold,2,,
I'm too warm,3,,
water fill,5,,
water stop,4,,
light off plz,0,,
make it night in here,0,,
I can see well enough,0,,
we dont need illumination,0,,
dim off,0,,
im exiting the room,0,,
turn off lights,0,,
kill the power to the fixture,0,,
light's out,0,,
,,,
I'm blind,1,,
I gotta read something,1,,
turn on lights,1,,
Make the room visible,1,,
I need light to work on my laptop,1,,
can you see my hand?,1,,
it's pitch dark,1,,
enable bright,1,,
activate the lamp,1,,
the glow is not present,1,,
,,,
wind down the fan,2,,
fan to idle,2,,
stop the air circulation,2,,
my papers are flying,2,,
fan off please, it's too much,2,
I'm going to take a nap,2,,
no breeze wanted,2,,
please stop the rotation,2,,
It's chilly, man,2,
,,,
let's get some cool air,3,,
fan speed 1,3,,
I'm roasting alive,3,,
make me feel fresh,3,,
it's humid in here,3,,
start the motor,3,,
I am overheating fan,3,,
need some air movement,3,,
push air,3,,
breathe in here,3,,
I need to boil some water now,5,,
Water is needed,5,,
The whole place is stuffy,3,,
Air circulation is needed,3,,
I can't find my keys!,1,,
Need visibility,1,,
It is too difficult to see,1,,
I'm heading out the door,0,,
Leaving the area,0,,
The room needs to be refreshed,3,,
I'm getting goosebumps,2,,
Feeling cold,2,,
We are done washing clothes,4,,
Water supply can stop,4,,
The well must be dry,5,,
Need to pump water,5,,
I'm going to watch a movie now,0,,
Need low light,0,,
I'm ready for bed,0,,
Need darkness,0,,
I feel suffocated,3,,
Need air circulation,3,,
It's chilly, where's my sweater?,2,
The tank overflowed last time,4,,
Be safe, stop pumping,4,
It's getting pretty dark outside,1,,
Need indoor light,1,,
I'm finished reading,0,,
Done with close-up task,0,,
It is too hard to breathe here,3,,
Need air,3,,
My nose is running,2,,
Feeling cold,2,,
Can you hear the water running?,4,,
Water waste, stop it,4,
I need to find the charging cable,1,,
Need visibility,1,,
I'm not doing laundry today,4,,
No need for water,4,,
The air feels thick,3,,
Need circulation,3,,
I'm coming home now,1,,
Prepare the house,1,,
It's muggy in here,3,,
Humid and hot,3,,
I need the shower to have good pressure,5,,
Need water pressure,5,,
My head is starting to hurt,0,,
Possible glare issue,0,,
This light is killing my eyes,0,,
Glare issue,0,,
Make it comfortable in here,3,,
I just spilled something on the floor,1,,
Need light for cleaning,1,,
Start the filling process,5,,
Direct action for pump,5,,
System shutdown initiated,24,,
All OFF,24,,
Everything running full power,135,,
All ON,135,,
Prepare the house,134,,
I'm leaving for the night,24,,
Let's conserve all resources,24,,
Everything needs to be active now,135,,
I need to start working on everything,135,,
Stop all home appliances,24,,
De-energize all systems,24,,
Start the whole setup,135,,
Get the utilities going,35,,
No noise, no light, just water,25
I only need light and airflow,134,,
Water and breeze are necessary now,35,,
I want to see and cool down,134,,
Switch on everything except the pump,134,,
Shut down everything but the light,124,,
Just the fan and pump should run,35,,
Light and pump only please,125,,
It is too stuffy and dark,134,,
The house is freezing and dark,124,,
Turn off all power switches,24,,
Initiate power supply to all,135,,
I am home,134,,
I'm going to sleep and I don't need water,24,,
Cool me down and give me light,134,,
I need light, but it's too cold,124,
The place is too hot and dark, and I need water,135,
We are done with the water, but I need light and air,134,
All devices to inactive mode,24,,
Full automation sequence start,135,,
I need the fan, light, and motor working,135
Only the fan and light are required,134,,
No light, but I need the motor and fan,35,
Turn off the fan, keep the light and water running,125,
Stop the airflow and the pump, but keep the light,124,
The party's over,24,,
Welcome home,135,,
Set everything to minimum power,24,,
Power up the living space,134,,
I want a breeze and good water pressure, but no lights,35,
Just light and water, the air is fine,125,
Turn on all the house functions,135,,
Cut all the main lines,24,,
I only need to fill the tank, it's cool and bright already,25,
Fan on, light on, pump off,134
Light off, fan off, pump on,25
Light off, fan on, pump off,34
Light on, fan off, pump off,124
Activate L, F, and P,135
its too hard,3,,
its too cold,2,,
it is hard,3,,
it is cold,2,,
System shutdown initiated,24,,
All OFF,24,,
Everything running full power,135,,
All ON,135,,
Prepare the house,134,,
I'm leaving for the night,24,,
Let's conserve all resources,24,,
Everything needs to be active now,135,,
I need to start working on everything,135,,
Stop all home appliances,24,,
De-energize all systems,24,,
Start the whole setup,135,,
Get the utilities going,35,,
No noise, no light, just water,25
I only need light and airflow,134,,
Water and breeze are necessary now,35,,
I want to see and cool down,134,,
Switch on everything except the pump,134,,
Shut down everything but the light,124,,
Just the fan and pump should run,35,,
Light and pump only please,125,,
It is too stuffy and dark,134,,
The house is freezing and dark,124,,
Turn off all power switches,24,,
Initiate power supply to all,135,,
I am home,134,,
I'm going to sleep and I don't need water,24,,
Cool me down and give me light,134,,
I need light  but it's too cold,124,,
The place is too hot and dark  and I need water,135,,
We are done with the water  but I need light and air,134,,
All devices to inactive mode,24,,
Full automation sequence start,135,,
I need the fan  light  and motor working,135,,
Only the fan and light are required,134,,
No light   but I need the motor and fan,35,,
Turn off the fan  keep the light and water running,125,,
Stop the airflow and the pump but keep the light,124,,
The party's over,24,,
Welcome home,135,,
Set everything to minimum power,24,,
Power up the living space,134,,
I want a breeze and good water pressure  but no lights,35,,
Just light and water  the air is fine,125,,
Turn on all the house functions,135,,
Cut all the main lines,24,,
I only need to fill the tank  it's cool and bright already,25,,
Fan on  light on  pump off,134,,
Light off  fan off pump on,25,,
Light off  fan on pump off,34,,
Light on fan off pump off,124,,
"Activate L ,P and F",135,,
I don’t need any brightness now,0,,
Shut down the lights,0,,
Let the room stay dim,0,,
Too much glare here,0,,
Lights are bothering my eyes,0,,
Turn everything dark,0,,
This light is annoying,0,,
Switch off the illumination,0,,
Lights out please,0,,
Make the place darker,0,,
Dim the environment,0,,
I don’t want light anymore,0,,
Cut the lamp power,0,,
The light feels harsh,0,,
Block the brightness,0,,
I prefer darkness at the moment,0,,
I'm lying down  turn off the light,0,,
Make the room calm and dark,0,,
Remove the brightness,0,,
Turn the whole lighting system off,0,,
,,,
Let there be light,1,,
Brighten this place now,1,,
Turn on the illumination,1,,
I can’t see anything clearly,1,,
Give me some brightness,1,,
Make the room glow,1,,
The darkness is unbearable,1,,
Activate the lighting,1,,
Switch on the lamp,1,,
Illuminate the whole area,1,,
Let me see what’s here,1,,
I need more visibility,1,,
Bring some light inside,1,,
Turn on the lights for me,1,,
I’m reading something,1,,
Increase room visibility,1,,
Give me bright conditions,1,,
I want the space to be lit,1,,
I’m searching for something small,1,,
Make the area visible,1,,
,,,
Stop the fan,2,,
Too windy here,2,,
Reduce the airflow to zero,2,,
Cut off the breeze completely,2,,
Turn the fan off right away,2,,
I’m shivering here,2,,
No air circulation needed,2,,
The wind is too strong for me,2,,
I want total stillness,2,,
Freeze the fan motor,2,,
Stop the rotation now,2,,
The air feels too cold,2,,
Turn down the breeze entirely,2,,
Deactivate the fan,2,,
No need for air movement,2,,
The fan is making noise,2,,
Calm the room by stopping the fan,2,,
I'm feeling chilly already,2,,
Make the room quieter,2,,
Slow everything down including the fan,2,,
,,,
Turn on the fan please,3,,
Let some breeze in,3,,
Start the airflow,3,,
It’s too hot here,3,,
Circulate the air,3,,
I need cooling right now,3,,
This heat is unbearable,3,,
Activate the fan motor,3,,
I want some fresh air,3,,
Increase air movement,3,,
Blow some air in here,3,,
Fan on for cooling,3,,
I feel stuffy,3,,
Let me breathe better,3,,
I need ventilation,3,,
Kick start the fan,3,,
Make the room breezy,3,,
Bring in airflow,3,,
Start circulating air again,3,,
Make it cooler here,3,,
,,,
Stop pumping water,4,,
Turn the pump off now,4,,
Water supply not needed anymore,4,,
Cut the water pressure,4,,
Close the water line,4,,
The tank is enough,4,,
We should stop the motor,4,,
Pump needs to rest,4,,
Shut down water movement,4,,
No more pumping,4,,
Turn off the water system,4,,
I think we have enough water,4,,
Cut the water flow,4,,
Stop the water motor,4,,
Disable the water pump,4,,
Too much water already,4,,
The tank might overflow,4,,
Don’t pump anything now,4,,
We’re done filling,4,,
Stop sending water,4,,
,,,
Start pumping water,5,,
Turn the water motor on,5,,
We need more water,5,,
Activate the water pump,5,,
Begin filling the tank,5,,
Send water through the system,5,,
Water supply is required now,5,,
Increase water flow,5,,
Start pushing water,5,,
Turn on the pressure pump,5,,
Water levels are low,5,,
Pump some water immediately,5,,
We need water circulation,5,,
Start the motor for water,5,,
Begin the water process,5,,
Tank is empty,5,,
I need a strong water flow,5,,
Start the filling job,5,,
Let the pump work,5,,
Kickstart water pumping,5,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Activate only the fan and pump,35,,
Lights off but keep fan running,34,,
Only pump should run,5,,
Only fan should run,30,,
Only light should stay on,100,,
Fan and light only,134,,
Pump and light only,125,,
Pump and fan only,35,,
Turn everything on,135,,
Power down everything completely,24,,
,,,
Only airflow and brightness are needed,134,,
Keep the pump off but turn on others,134,,
Lights on water pumping no air,125,,
Everything active except the light,35,,
Keep light and fan on  pump off,134,,
Make all systems inactive,24,,
Start systems fully,135,,
Just fan and light required,134,,
Only water and air need to run,35,,
Everything but the pump should work,134,,
Only illumination is required,100,,
Only breeze is required,30,,
Start cooling and filling,35,,
Start lighting and pumping,125,,
Activate brightness and airflow,134,,
Only pump action needed,5,,
Fan on  keep everything else off,34,,
I want only darkness and breeze,34,,
Give me darkness  air  and water,35,,
Full brightness with full cooling,134,,
Bright room with active pump,125,,
,,,
,,,
Make the whole place active,135,,
Total shutdown,24,,
Just keep airflow and pump running,35,,
Keep only the lights on,100,,
Keep only the air running,30,,
Run only the water system,5,,
Start fan and pump only,35,,
Turn on light and pump only,125,,
Activate light and fan only,134,,
Fan on  pump on   lights off,35,,
Complete activation mode,135,,
Deactivation mode enabled,24,,
Prepare everything except water,134,,
Enable cooling and lighting,134,,
Enable pumping and lighting,125,,
Enable cooling and water,35,,
Night mode: Light off  fan on  pump off,34,,
Work mode: Light on fan on  pump off,134,,
Cleaning mode: Light on fan off pump on,125,,
Relax mode: Light off fan on pump on,35,,
Morning mode: Light on fan on pump on ,135,,
Shutdown mode: Light off fan off pump off,24,,
